"word","id","nature","index_word","frequency"
"挂架",86,"v",52,25
"挂架",86,"v",78,25
"后期",86,"t",86,49
"后勤",86,"n",16,1
"解决",86,"v",18,48
"介绍",86,"v",47,52
"介绍",86,"v",39,52
"距离",86,"n",61,4
"开机",86,"n",11,32
"垃圾",86,"n",26,26
"脸",86,"n",8,1
"路程",86,"n",68,5
"每次",86,"r",27,5
"明细",86,"ad",50,25
"评估",86,"vn",55,5
"墙上",86,"s",5,3
"墙体",86,"n",54,5
"情愿",86,"n",13,1
"确认",86,"v",57,30
"三道",86,"m",21,1
"商品",86,"n",38,102
"商品",86,"n",46,102
"商品质量",86,"n",14,3
"上门",86,"ns",70,37
"上门",86,"ns",64,37
"生活",86,"vn",91,246
"师傅",86,"nr",2,32
"施工",86,"vn",58,10
"施工",86,"vn",53,10
"事故",86,"n",80,6
"试屏",86,"x",12,1
"收费",86,"n",72,46
"收费",86,"n",43,46
"收取",86,"v",69,5
"四给",86,"x",22,1
"送货",86,"v",1,15
"送货",86,"v",28,15
"太",86,"d",25,21
"太差",86,"n",15,21
"条件",86,"n",59,5
"推",86,"v",20,2
"拖延时间",86,"i",19,1
"万个",86,"m",23,1
"往返",86,"v",60,3
"委托",86,"n",32,14
"我妈",86,"x",6,1
"五星",86,"nz",29,3
"下方",86,"f",49,32
"详细",86,"ad",90,192
"选择",86,"v",31,40
"样子",86,"n",30,1
"页面",86,"n",48,65
"页面",86,"n",40,65
"一统",86,"n",3,1
"游说",86,"n",4,1
"预约",86,"v",41,47
"原装",86,"n",77,6
"远程",86,"n",65,4
"仔细",86,"ad",44,23
"仔细",86,"ad",84,23
"中",86,"f",87,135
"自行",86,"r",79,8
"自理",86,"vn",37,14
"订单",87,"n",12,47
"订单",87,"n",8,47
"发货",87,"n",7,35
"发货",87,"n",11,35
"解答",87,"v",15,48
"内容",87,"n",10,18
"商品",87,"n",3,102
"商品",87,"n",1,102
"商品",87,"n",6,102
"生活",87,"vn",16,246
"为准",87,"v",14,30
"显示",87,"v",13,32
"显示",87,"v",9,32
"显示",87,"v",5,32
"页面",87,"n",4,65
"赠品",87,"n",2,3
"保证",88,"v",11,9
"材料",88,"n",25,19
"查看",88,"v",21,49
"拆封",88,"v",3,134
"访问",88,"v",30,158
"供应商",88,"n",31,135
"核实",88,"n",20,16
"极致",88,"d",24,18
"介绍",88,"v",16,52
"力争",88,"nz",22,18
"流程",88,"n",8,147
"每一件",88,"l",23,18
"明细",88,"ad",19,25
"品质",88,"n",10,148
"全新",88,"d",1,137
"确保",88,"v",9,154
"三包",88,"m",5,187
"商品",88,"n",15,102
"设计",88,"vn",26,21
"生活",88,"vn",33,246
"时",88,"n",6,161
"售后",88,"n",12,106
"调试",88,"vn",14,12
"网点",88,"n",13,9
"未",88,"d",2,139
"下方",88,"f",18,32
"详细",88,"ad",32,192
"页面",88,"n",17,65
"优秀",88,"a",28,26
"正品",88,"n",4,213
"质量",88,"n",27,78
"质量检查",88,"n",7,147
"中",88,"f",29,135
"差劲",89,"n",2,6
"差劲",89,"n",1,6
"版本",90,"n",51,25
"播放",90,"v",44,20
"不断加强",90,"i",34,27
"测试",90,"vn",59,3
"查询",90,"v",52,1
"差价",90,"n",2,3
"超高",90,"v",41,7
"刺痛感",90,"n",14,1
"发现",90,"v",15,13
"访问",90,"v",64,158
"非常重视",90,"l",31,20
"分辨率",90,"n",40,18
"该款",90,"r",39,23
"刚到",90,"x",8,1
"高清",90,"nr",56,25
"观看",90,"v",13,33
"观看",90,"v",55,33
"好评",90,"v",6,2
"后期",90,"t",62,49
"画质",90,"n",45,13
"坏点",90,"n",17,3
"活动",90,"vn",7,27
"货",90,"n",9,14
"检测",90,"vn",20,32
"流程",90,"n",26,147
"培训",90,"vn",33,41
"片源",90,"n",58,28
"片源",90,"n",54,28
"品质",90,"n",28,148
"屏幕",90,"n",43,42
"清",90,"t",42,9
"清晰",90,"a",46,29
"清晰",90,"a",11,29
"情况",90,"n",60,22
"确保",90,"v",27,154
"人员",90,"n",32,26
"三包",90,"m",23,187
"色彩鲜明",90,"i",47,2
"上门",90,"ns",19,37
"升级",90,"vn",49,23
"生活",90,"vn",66,246
"时",90,"n",24,161
"是否是",90,"l",53,15
"水平",90,"n",37,43
"四个",90,"m",16,1
"提供",90,"v",29,79
"提升",90,"v",36,48
"退",90,"v",1,6
"无损",90,"v",57,2
"五星",90,"nz",5,3
"先",90,"d",18,4
"详细",90,"ad",65,192
"信赖",90,"n",4,3
"信息",90,"n",30,20
"选购",90,"v",38,21
"眼睛",90,"n",12,1
"依旧",90,"z",61,1
"意识",90,"n",35,27
"预想",90,"v",10,1
"折腾",90,"v",21,2
"正品",90,"n",22,213
"值得",90,"v",3,3
"质量检查",90,"n",25,147
"中",90,"f",63,135
"重启",90,"v",48,15
"最新",90,"d",50,22
"本店",91,"n",1,55
"标准",91,"n",28,18
"拨打",91,"v",15,10
"拆封",91,"v",6,134
"厂家",91,"n",12,25
"电话",91,"n",20,39
"店",91,"n",3,57
"访问",91,"v",31,158
"该款",91,"r",11,23
"供应商",91,"n",32,135
"后期",91,"t",29,49
"技术",91,"n",30,42
"介绍",91,"v",24,52
"客户",91,"n",18,15
"全国",91,"n",16,7
"全新",91,"d",7,137
"三包",91,"m",9,187
"商品",91,"n",23,102
"上门",91,"ns",14,37
"生活",91,"vn",34,246
"收费",91,"n",27,46
"所售",91,"v",4,55
"提供",91,"v",13,79
"统一",91,"vn",17,8
"未",91,"d",5,139
"下方",91,"f",26,32
"详细",91,"ad",33,192
"选购",91,"v",10,21
"页面",91,"n",25,65
"预约",91,"v",19,47
"正品",91,"n",2,213
"正品",91,"n",8,213
"周日",91,"t",22,7
"周一",91,"t",21,7
"不错",92,"a",14,8
"差评",92,"x",12,37
"高清",92,"nr",16,25
"购物",92,"n",8,123
"念头",92,"n",19,1
"三个",92,"m",3,2
"伤心",92,"n",10,5
"实体店",92,"n",7,1
"太",92,"d",9,21
"退货",92,"v",18,9
"完事",92,"v",6,1
"想",92,"v",17,15
"选个",92,"x",1,1
"样式",92,"n",13,1
"一点",92,"m",15,10
"月",92,"m",4,8
"折腾",92,"v",2,2
"真心",92,"d",11,6
"总算",92,"n",5,1
"发现",93,"v",13,13
"访问",93,"v",17,158
"工艺",93,"n",9,8
"供应商",93,"n",18,135
"后期",93,"t",15,49
"技术",93,"n",16,42
"流程",93,"n",5,147
"美好",93,"a",14,7
"品质",93,"n",7,148
"确保",93,"v",6,154
"三包",93,"m",2,187
"生活",93,"vn",20,246
"时",93,"n",3,161
"体会",93,"n",12,8
"细细",93,"a",11,7
"详细",93,"ad",19,192
"选材",93,"n",8,8
"优秀",93,"a",10,26
"正品",93,"n",1,213
"质量检查",93,"n",4,147
"电话",94,"n",4,39
"垃圾",94,"n",3,26
"没人接",94,"v",5,2
"售后",94,"n",1,106
"真的",94,"d",2,24
"便宜",95,"a",2,16
"标准",95,"n",23,18
"标准",95,"n",45,18
"采用",95,"v",47,9
"查看",95,"v",17,49
"查看",95,"v",57,49
"超出",95,"v",38,3
"承担",95,"v",54,8
"大于",95,"d",34,3
"第二天",95,"m",1,2
"第三方",95,"m",5,24
"电话",95,"n",14,39
"法律责任",95,"n",55,6
"访问",95,"v",58,158
"非",95,"h",48,9
"费",95,"v",7,25
"费",95,"v",43,25
"辅材费",95,"x",8,14
"工程师",95,"n",28,19
"公里",95,"q",35,9
"公里",95,"q",46,9
"公里",95,"q",39,9
"公司",95,"n",6,22
"公司",95,"n",53,22
"挂架",95,"v",50,25
"挂架",95,"v",24,25
"介绍",95,"v",11,52
"介绍",95,"v",19,52
"距离",95,"n",33,4
"路程",95,"n",40,5
"明细",95,"ad",22,25
"评估",95,"vn",27,5
"墙体",95,"n",26,5
"确认",95,"v",29,30
"商品",95,"n",10,102
"商品",95,"n",18,102
"上门",95,"ns",36,37
"上门",95,"ns",42,37
"生活",95,"vn",60,246
"施工",95,"vn",30,10
"施工",95,"vn",25,10
"事故",95,"n",52,6
"收费",95,"n",44,46
"收费",95,"n",15,46
"收取",95,"v",41,5
"条件",95,"n",31,5
"往返",95,"v",32,3
"委托",95,"n",4,14
"下方",95,"f",21,32
"详细",95,"ad",59,192
"选择",95,"v",3,40
"页面",95,"n",12,65
"页面",95,"n",20,65
"预约",95,"v",13,47
"原装",95,"n",49,6
"远程",95,"n",37,4
"仔细",95,"ad",16,23
"仔细",95,"ad",56,23
"自行",95,"r",51,8
"自理",95,"vn",9,14
"比不上",96,"l",17,1
"便宜",96,"a",3,16
"播放",96,"v",8,20
"不好",96,"d",4,74
"嘈杂",96,"a",16,1
"感强",96,"x",7,1
"过程",96,"n",9,18
"画面",96,"n",5,50
"画面",96,"n",11,50
"几年",96,"m",18,1
"乐视",96,"x",20,1
"前",96,"f",19,2
"顺畅",96,"a",14,1
"拖",96,"v",12,1
"尾",96,"n",13,1
"一分货",96,"n",2,1
"一分钱",96,"n",1,1
"音质",96,"n",15,4
"滞后",96,"v",6,1
"中",96,"f",10,135
"评价",97,"n",3,9
"未",97,"d",2,139
"物流",97,"n",4,9
"暂时",97,"d",1,3
"爱奇艺",98,"x",2,8
"包括",98,"v",26,7
"播放",98,"v",40,20
"差劲",98,"n",17,6
"第二台",98,"m",13,2
"第一台",98,"m",10,3
"电影",98,"n",14,2
"发现",98,"v",15,13
"方法",98,"n",23,16
"访问",98,"v",63,158
"分辨率",98,"n",61,18
"分辨率",98,"n",46,18
"更换",98,"v",50,13
"供应商",98,"n",64,135
"关系",98,"n",5,1
"观看",98,"v",19,33
"后悔",98,"v",18,8
"画面",98,"n",20,50
"画面",98,"n",42,50
"画面",98,"n",55,50
"画面质量",98,"n",48,6
"坏点",98,"n",11,3
"换",98,"nz",12,8
"会员",98,"n",3,36
"机顶盒",98,"n",58,13
"机顶盒",98,"n",53,13
"检测",98,"vn",36,32
"检查",98,"vn",57,8
"较差",98,"a",49,6
"界面",98,"n",25,19
"界面",98,"n",54,19
"界面",98,"n",30,19
"框钱",98,"x",6,1
"漏光",98,"n",16,1
"模糊",98,"a",31,27
"模糊",98,"a",21,27
"模糊",98,"a",56,27
"模糊",98,"a",43,27
"模糊",98,"a",38,27
"排查",98,"vn",24,19
"片源",98,"n",51,28
"欺骗",98,"v",8,2
"切换",98,"v",52,12
"切换",98,"v",44,12
"清晰",98,"a",22,29
"软件",98,"n",29,20
"设置",98,"vn",59,19
"申请",98,"v",34,17
"升级",98,"vn",32,23
"生活",98,"vn",66,246
"视频",98,"n",41,21
"视频",98,"n",47,21
"视频",98,"n",45,21
"售后",98,"n",35,106
"输出",98,"v",60,10
"送",98,"v",1,19
"图像",98,"n",28,16
"系统",98,"n",33,40
"详细",98,"ad",65,192
"消费者",98,"n",9,4
"页面",98,"n",37,65
"页面",98,"n",39,65
"真想",98,"x",4,2
"中",98,"f",62,135
"主",98,"b",7,1
"字体",98,"n",27,4
"不便",99,"c",2,41
"材料",99,"n",22,19
"带来",99,"v",1,90
"访问",99,"v",28,158
"改善",99,"v",5,21
"更好",99,"d",12,58
"供应商",99,"n",29,135
"购物",99,"n",13,123
"后期",99,"t",26,49
"极致",99,"d",21,18
"力求",99,"n",10,17
"力争",99,"nz",19,18
"流程",99,"n",16,147
"每一件",99,"l",20,18
"培训",99,"vn",7,41
"培训",99,"vn",4,41
"品质",99,"n",18,148
"确保",99,"v",17,154
"人员",99,"n",3,26
"设计",99,"vn",23,21
"生活",99,"vn",31,246
"时",99,"n",14,161
"水平",99,"n",9,43
"提供",99,"v",11,79
"提升",99,"v",8,48
"详细",99,"ad",30,192
"优秀",99,"a",25,26
"员工",99,"n",6,14
"质量",99,"n",24,78
"质量检查",99,"n",15,147
"中",99,"f",27,135
"不买",100,"x",3,5
"超薄",100,"a",4,1
"屏幕",100,"n",1,42
"弯",100,"v",2,1
"并会",101,"x",17,4
"不断加强",101,"i",5,27
"不断完善",101,"l",19,24
"不好",101,"d",1,74
"奉献给",101,"v",16,4
"更好",101,"d",10,58
"购物",101,"n",11,123
"购物",101,"n",2,123
"关注",101,"v",21,11
"会为",101,"x",23,43
"技术",101,"n",22,42
"客户",101,"n",12,15
"培训",101,"vn",4,41
"生活",101,"vn",24,246
"生气",101,"n",3,3
"水平",101,"n",8,43
"提供",101,"v",9,79
"提升",101,"v",7,48
"完善",101,"v",15,35
"为本",101,"x",13,4
"信心",101,"n",20,4
"意识",101,"n",6,27
"中",101,"f",18,135
"中",101,"f",14,135
"爆买",102,"x",11,1
"掉价",102,"v",5,5
"东西",102,"ns",7,16
"斗鱼",102,"n",1,1
"多长时间",102,"n",4,1
"明码标价",102,"n",13,1
"确实",102,"ad",8,8
"死机",102,"n",2,5
"套",102,"q",10,1
"无语",102,"nz",6,8
"物超所值",102,"i",9,1
"重启",102,"v",3,15
"最起码",102,"l",12,1
"不便",103,"c",4,41
"带来",103,"v",3,90
"访问",103,"v",21,158
"改善",103,"v",6,21
"更好",103,"d",13,58
"供应商",103,"n",22,135
"购物",103,"n",14,123
"力求",103,"n",11,17
"流程",103,"n",17,147
"培训",103,"vn",8,41
"品质",103,"n",19,148
"确保",103,"v",18,154
"生活",103,"vn",24,246
"时",103,"n",15,161
"水平",103,"n",10,43
"提供",103,"v",12,79
"提升",103,"v",9,48
"先",103,"d",1,4
"详细",103,"ad",23,192
"消消气",103,"n",2,1
"员工",103,"n",7,14
"质量检查",103,"n",16,147
"中",103,"f",20,135
"重视",103,"v",5,1
"不到",104,"v",2,9
"厂家",104,"n",16,25
"第三台",104,"m",7,3
"黑斑",104,"n",13,1
"黑圈",104,"x",14,1
"货到",104,"x",1,5
"货前",104,"x",10,1
"几天",104,"m",11,12
"没人接",104,"v",4,2
"屏幕",104,"n",8,42
"屏幕",104,"n",17,42
"屏幕",104,"n",12,42
"师傅",104,"nr",3,32
"收到",104,"v",9,19
"态度",104,"n",20,12
"我换",104,"x",6,1
"希望",104,"v",15,7
"这款",104,"r",5,4
"质量",104,"n",18,78
"做好",104,"v",19,1
"版本",105,"n",13,25
"便宜",105,"a",43,16
"不带",105,"x",4,3
"查看",105,"v",28,49
"差评",105,"x",1,37
"寸",105,"m",38,2
"大部分",105,"m",20,6
"电脑",105,"n",2,2
"跌",105,"v",41,1
"二百",105,"m",44,1
"放在",105,"v",36,2
"付费",105,"v",25,11
"高清",105,"nr",8,25
"更新",105,"d",17,18
"供应商",105,"n",33,135
"购买",105,"v",31,35
"购物",105,"n",6,123
"观看",105,"v",22,33
"观看",105,"v",27,33
"观赏",105,"v",10,15
"还申",105,"x",45,1
"回复",105,"v",5,31
"会为",105,"x",34,43
"会员",105,"n",26,36
"会员",105,"n",32,36
"几天",105,"m",42,12
"价格",105,"n",46,44
"价格",105,"n",40,44
"免费",105,"vn",21,9
"内置",105,"n",18,6
"片源",105,"n",9,28
"情况",105,"n",29,22
"确认",105,"v",11,30
"升级",105,"vn",16,23
"生活",105,"vn",35,246
"是否是",105,"l",14,15
"问",105,"n",3,10
"屋里",105,"s",37,1
"无耻",105,"a",47,3
"系统",105,"n",12,40
"显大",105,"x",39,1
"需求",105,"v",23,24
"选择",105,"v",7,40
"选择",105,"v",30,40
"资源",105,"n",24,21
"资源",105,"n",19,21
"最新",105,"d",15,22
"发现",106,"v",6,13
"访问",106,"v",9,158
"工艺",106,"n",2,8
"供应商",106,"n",10,135
"技术",106,"n",8,42
"美好",106,"a",7,7
"生活",106,"vn",12,246
"体会",106,"n",5,8
"细细",106,"a",4,7
"详细",106,"ad",11,192
"选材",106,"n",1,8
"优秀",106,"a",3,26
"便宜",107,"a",2,16
"搞笑",107,"v",3,1
"一个半月",107,"m",1,1
"拆封",108,"v",5,134
"带来",108,"v",1,90
"导致",108,"v",14,20
"非人",108,"b",13,5
"工程师",108,"n",16,19
"购物",108,"n",2,123
"检测",108,"vn",17,32
"流程",108,"n",10,147
"品质",108,"n",12,148
"权益",108,"n",23,25
"全新",108,"d",3,137
"确保",108,"v",11,154
"三包",108,"m",7,187
"三包",108,"m",19,187
"生活",108,"vn",25,246
"时",108,"n",8,161
"售后",108,"n",22,106
"售后",108,"n",21,106
"完善",108,"v",20,35
"为准",108,"v",18,30
"未",108,"d",4,139
"详细",108,"ad",24,192
"正品",108,"n",6,213
"质量",108,"n",15,78
"质量检查",108,"n",9,147
"包装",109,"v",17,21
"拆封",109,"v",3,134
"订单",109,"n",20,47
"订单",109,"n",13,47
"发货",109,"n",19,35
"发货",109,"n",12,35
"访问",109,"v",24,158
"供应商",109,"n",25,135
"后期",109,"t",23,49
"流程",109,"n",8,147
"内容",109,"n",15,18
"品质",109,"n",10,148
"清单",109,"a",18,15
"全新",109,"d",1,137
"确保",109,"v",9,154
"三包",109,"m",5,187
"商品",109,"n",16,102
"商品",109,"n",11,102
"生活",109,"vn",27,246
"时",109,"n",6,161
"为准",109,"v",22,30
"未",109,"d",2,139
"显示",109,"v",14,32
"显示",109,"v",21,32
"详细",109,"ad",26,192
"正品",109,"n",4,213
"质量检查",109,"n",7,147
"不断加强",110,"i",4,27
"不断完善",110,"l",10,24
"不好",110,"d",2,74
"带来",110,"v",1,90
"访问",110,"v",15,158
"非常重视",110,"l",3,20
"更好",110,"d",12,58
"供应商",110,"n",16,135
"购物",110,"n",13,123
"环节",110,"n",8,20
"生活",110,"vn",18,246
"水平",110,"n",7,43
"提供",110,"v",11,79
"提升",110,"v",6,48
"详细",110,"ad",17,192
"意识",110,"n",5,27
"中",110,"f",9,135
"中",110,"f",14,135
"材料",111,"n",21,19
"查看",111,"v",17,49
"拆封",111,"v",3,134
"访问",111,"v",27,158
"更好",111,"d",25,58
"供应商",111,"n",28,135
"核实",111,"n",16,16
"极致",111,"d",20,18
"解决",111,"v",26,48
"介绍",111,"v",12,52
"力争",111,"nz",18,18
"流程",111,"n",8,147
"每一件",111,"l",19,18
"明细",111,"ad",15,25
"品质",111,"n",10,148
"全新",111,"d",1,137
"确保",111,"v",9,154
"三包",111,"m",5,187
"商品",111,"n",11,102
"设计",111,"vn",22,21
"生活",111,"vn",30,246
"时",111,"n",6,161
"未",111,"d",2,139
"下方",111,"f",14,32
"详细",111,"ad",29,192
"页面",111,"n",13,65
"优秀",111,"a",24,26
"正品",111,"n",4,213
"质量",111,"n",23,78
"质量检查",111,"n",7,147
"并会",112,"x",100,4
"不便",112,"c",71,41
"不便",112,"c",85,41
"不断完善",112,"l",102,24
"拆封",112,"v",74,134
"拆封",112,"v",4,134
"带来",112,"v",84,90
"带来",112,"v",70,90
"带来",112,"v",89,90
"登陆",112,"v",37,1
"端的",112,"z",59,1
"方法",112,"n",32,16
"方式",112,"n",28,9
"方式",112,"n",18,9
"方式",112,"n",30,9
"访问",112,"v",66,158
"分为",112,"v",11,1
"奉献给",112,"v",99,4
"改善",112,"v",87,21
"改为",112,"v",19,2
"更好",112,"d",93,58
"更换",112,"v",53,13
"供应商",112,"n",67,135
"购物",112,"n",94,123
"关注",112,"v",104,11
"国家",112,"n",7,10
"恢复",112,"v",64,3
"会为",112,"x",106,43
"积极主动",112,"n",86,2
"技术",112,"n",105,42
"加密",112,"ns",17,4
"加密",112,"ns",27,4
"加密",112,"ns",20,4
"加密",112,"ns",29,4
"检查",112,"vn",34,8
"建立",112,"v",45,2
"捷",112,"ns",90,7
"可靠",112,"v",6,14
"客户",112,"n",95,15
"连接",112,"v",49,21
"连接",112,"v",63,21
"连接",112,"v",57,21
"连接",112,"v",47,21
"连接",112,"v",21,21
"连接",112,"v",31,21
"连接",112,"v",50,21
"连接",112,"v",9,21
"连接",112,"v",43,21
"连接",112,"v",23,21
"两个",112,"m",12,3
"流程",112,"n",79,147
"路由",112,"n",41,2
"路由",112,"n",54,2
"路由器",112,"n",51,7
"路由器",112,"n",35,7
"路由器",112,"n",39,7
"路由器",112,"n",24,7
"路由器",112,"n",16,7
"密码",112,"n",26,3
"密码",112,"n",62,3
"努力争取",112,"nr",88,7
"排查",112,"vn",13,19
"排查",112,"vn",15,19
"排查",112,"vn",55,19
"品质",112,"n",81,148
"全新",112,"d",2,137
"全新",112,"d",72,137
"确保",112,"v",80,154
"热点",112,"n",48,11
"热点",112,"n",46,11
"如能",112,"x",22,1
"三包",112,"m",76,187
"三包",112,"m",8,187
"设备",112,"vn",52,9
"设置",112,"vn",25,19
"设置",112,"vn",65,19
"设置",112,"vn",40,19
"设置",112,"vn",36,19
"深表歉意",112,"vn",83,5
"生活",112,"vn",69,246
"生活",112,"vn",107,246
"时",112,"n",77,161
"手机",112,"n",44,22
"授权",112,"v",1,10
"售后",112,"n",82,106
"输入",112,"v",61,3
"输入法",112,"n",60,1
"提供",112,"v",92,79
"完善",112,"v",98,35
"网络",112,"n",10,22
"网络",112,"n",14,22
"为本",112,"x",96,4
"未",112,"d",73,139
"未",112,"d",3,139
"无效",112,"a",33,5
"详细",112,"ad",68,192
"信心",112,"n",103,4
"修改",112,"v",58,6
"修改",112,"v",38,6
"优质",112,"n",91,8
"正品",112,"n",75,213
"质量",112,"n",5,78
"质量检查",112,"n",78,147
"中",112,"f",101,135
"中",112,"f",97,135
"重启",112,"v",56,15
"重置",112,"n",42,1
"不便",113,"c",2,41
"带来",113,"v",1,90
"访问",113,"v",13,158
"供应商",113,"n",14,135
"流程",113,"n",7,147
"品质",113,"n",9,148
"确保",113,"v",8,154
"三包",113,"m",4,187
"生活",113,"vn",20,246
"时",113,"n",5,161
"提供",113,"v",15,79
"图片",113,"n",17,6
"相关",113,"v",16,9
"详细",113,"ad",19,192
"信息",113,"n",18,20
"正品",113,"n",3,213
"知晓",113,"v",10,6
"质量检查",113,"n",6,147
"状况",113,"n",12,19
"准确",113,"a",11,10
"功能",114,"n",4,14
"屏幕",114,"n",1,42
"效果",114,"n",5,7
"一般般",114,"l",3,5
"一般般",114,"l",6,5
"音效",114,"n",2,4
"不值",115,"n",2,1
"画面质量",115,"n",3,6
"清晰",115,"a",1,29
"太差",115,"n",4,21
"拆封",116,"v",3,134
"放心",116,"v",11,11
"及时处理",116,"i",14,3
"流程",116,"n",8,147
"品质",116,"n",10,148
"全新",116,"d",1,137
"确保",116,"v",9,154
"三包",116,"m",5,187
"生活",116,"vn",17,246
"时",116,"n",6,161
"售后",116,"n",15,106
"售后",116,"n",13,106
"完善",116,"v",12,35
"未",116,"d",2,139
"详细",116,"ad",16,192
"正品",116,"n",4,213
"质量检查",116,"n",7,147
"差",117,"a",3,19
"第一台",117,"m",1,3
"很弱",117,"a",15,1
"换",117,"nz",10,8
"接收",117,"v",13,3
"满格",117,"x",7,1
"手机",117,"n",5,22
"位置",117,"v",4,5
"稳定",117,"a",9,2
"信号",117,"n",2,5
"信号",117,"n",14,5
"信号",117,"n",6,5
"信号",117,"n",12,5
"一格",117,"n",8,1
"一台",117,"m",11,4
"不好",118,"d",2,74
"带来",118,"v",1,90
"导致",118,"v",8,20
"访问",118,"v",10,158
"更换",118,"v",4,13
"供应商",118,"n",11,135
"排查",118,"vn",6,19
"片源",118,"n",5,28
"片源",118,"n",7,28
"色彩",118,"n",3,17
"生活",118,"vn",13,246
"详细",118,"ad",12,192
"中",118,"f",9,135
"本店",119,"n",6,55
"不好",119,"d",4,74
"拆封",119,"v",11,134
"大意",119,"d",3,1
"店",119,"n",8,57
"访问",119,"v",25,158
"供应商",119,"n",26,135
"购物",119,"n",5,123
"光线",119,"n",22,1
"贵",119,"a",1,5
"技术",119,"n",24,42
"亮度",119,"n",23,1
"流程",119,"n",17,147
"品质",119,"n",19,148
"全新",119,"d",12,137
"确保",119,"v",18,154
"三包",119,"m",14,187
"生活",119,"vn",28,246
"时",119,"n",15,161
"室内",119,"s",21,1
"所售",119,"v",9,55
"调试",119,"vn",20,12
"未",119,"d",10,139
"详细",119,"ad",27,192
"赠品",119,"n",2,3
"正品",119,"n",7,213
"正品",119,"n",13,213
"质量检查",119,"n",16,147
"本店",120,"n",3,55
"不好",120,"d",1,74
"拆封",120,"v",8,134
"店",120,"n",5,57
"供应商",120,"n",23,135
"购物",120,"n",2,123
"回复",120,"v",21,31
"会为",120,"x",25,43
"解答",120,"v",22,48
"解决",120,"v",19,48
"流程",120,"n",14,147
"品质",120,"n",16,148
"全新",120,"d",9,137
"确保",120,"v",15,154
"三包",120,"m",11,187
"生活",120,"vn",26,246
"时",120,"n",12,161
"所售",120,"v",6,55
"未",120,"d",7,139
"详细",120,"ad",24,192
"详细",120,"ad",17,192
"针对性",120,"n",20,22
"正品",120,"n",4,213
"正品",120,"n",10,213
"质量检查",120,"n",13,147
"状况",120,"n",18,19
"差评",121,"x",6,37
"键",121,"n",4,14
"两天",121,"m",2,4
"确认",121,"v",3,30
"失灵",121,"n",5,1
"遥控器",121,"n",1,46
"不好",122,"d",3,74
"商城",122,"ns",6,6
"售后",122,"n",1,106
"一点",122,"m",4,10
"一点",122,"m",2,10
"真心",122,"d",5,6
"拆封",123,"v",3,134
"访问",123,"v",13,158
"供应商",123,"n",14,135
"后期",123,"t",11,49
"流程",123,"n",8,147
"品质",123,"n",10,148
"全新",123,"d",1,137
"确保",123,"v",9,154
"三包",123,"m",5,187
"生活",123,"vn",16,246
"时",123,"n",6,161
"未",123,"d",2,139
"详细",123,"ad",15,192
"正品",123,"n",4,213
"质量检查",123,"n",7,147
"中",123,"f",12,135
"本店",124,"n",3,55
"不断加强",124,"i",23,27
"不好",124,"d",1,74
"拆封",124,"v",8,134
"店",124,"n",5,57
"访问",124,"v",33,158
"非常重视",124,"l",20,20
"更好",124,"d",28,58
"更好",124,"d",30,58
"供应商",124,"n",34,135
"购物",124,"n",29,123
"购物",124,"n",2,123
"解答",124,"v",31,48
"流程",124,"n",14,147
"耐心",124,"a",17,2
"培训",124,"vn",22,41
"品质",124,"n",16,148
"全新",124,"d",9,137
"确保",124,"v",15,154
"人员",124,"n",21,26
"三包",124,"m",11,187
"生活",124,"vn",35,246
"时",124,"n",12,161
"水平",124,"n",26,43
"所售",124,"v",6,55
"提供",124,"v",18,79
"提供",124,"v",27,79
"提升",124,"v",25,48
"未",124,"d",7,139
"信息",124,"n",19,20
"意识",124,"n",24,27
"正品",124,"n",10,213
"正品",124,"n",4,213
"质量检查",124,"n",13,147
"中有",124,"x",32,18
"差评",125,"x",1,37
"版本",126,"n",32,25
"版本",126,"n",30,25
"保留",126,"v",20,2
"不好",126,"d",2,74
"带来",126,"v",1,90
"访问",126,"v",36,158
"更新",126,"d",28,18
"功能",126,"n",22,14
"供应商",126,"n",37,135
"购物",126,"n",3,123
"还原",126,"v",17,2
"流程",126,"n",6,147
"每次",126,"r",9,5
"频繁",126,"a",23,2
"品质",126,"n",8,148
"确保",126,"v",7,154
"软件",126,"n",15,20
"软件",126,"n",21,20
"软件",126,"n",12,20
"软件",126,"n",14,20
"设置",126,"vn",18,19
"生活",126,"vn",39,246
"时",126,"n",4,161
"死机",126,"n",24,5
"死机",126,"n",13,5
"同一个",126,"b",11,3
"系统",126,"n",27,40
"系统",126,"n",33,40
"现象",126,"n",26,4
"详细",126,"ad",38,192
"卸载",126,"v",16,7
"选择",126,"v",19,40
"优化",126,"vn",34,4
"运行",126,"v",10,11
"质量检查",126,"n",5,147
"中",126,"f",35,135
"重启",126,"v",25,15
"最新",126,"d",31,22
"最新",126,"d",29,22
"包装",127,"v",12,21
"订单",127,"n",15,47
"订单",127,"n",8,47
"发货",127,"n",14,35
"发货",127,"n",7,35
"购买",127,"v",21,35
"解答",127,"v",22,48
"流程",127,"n",3,147
"内容",127,"n",10,18
"品质",127,"n",5,148
"清单",127,"a",13,15
"全心全意",127,"i",25,14
"确保",127,"v",4,154
"确实",127,"ad",18,8
"商品",127,"n",6,102
"商品",127,"n",11,102
"生活",127,"vn",24,246
"时",127,"n",1,161
"收到",127,"v",19,19
"为准",127,"v",17,30
"显示",127,"v",16,32
"显示",127,"v",9,32
