"word","id","nature","index_word","frequency"
"薄薄",41,"a",22,2
"拆出来",41,"v",12,1
"尺寸",41,"n",24,137
"电影",41,"n",47,22
"多功能",41,"b",61,2
"多用",41,"b",67,2
"给力",41,"x",37,8
"购买",41,"v",53,24
"购物",41,"n",21,18
"估计",41,"v",62,2
"号",41,"m",7,1
"很棒",41,"a",50,29
"很棒",41,"a",32,29
"很大",41,"a",26,34
"很快",41,"d",6,87
"很漂亮",41,"n",15,6
"很爽",41,"a",29,10
"画面",41,"n",17,58
"活动",41,"vn",38,14
"几年",41,"m",68,2
"家庭",41,"n",42,2
"价格",41,"n",36,51
"京东",41,"ns",55,79
"京东",41,"ns",1,79
"经得起",41,"v",65,1
"惊艳",41,"a",13,3
"开机",41,"n",16,20
"看着",41,"v",33,19
"看着",41,"v",28,19
"考验",41,"vn",66,1
"款",41,"m",23,4
"联网",41,"nz",46,8
"满意",41,"v",20,73
"配上",41,"v",44,3
"碰到",41,"v",35,1
"屏幕",41,"n",58,170
"屏幕",41,"n",30,170
"抢购",41,"v",40,3
"清晰",41,"a",18,130
"全屏",41,"n",27,12
"色彩",41,"n",31,31
"声音",41,"n",57,29
"师傅",41,"nr",9,67
"舒服",41,"a",34,17
"送货",41,"v",5,53
"送来",41,"v",11,3
"随意",41,"d",45,1
"套装",41,"n",43,1
"推荐",41,"v",52,27
"外观",41,"n",14,165
"晚上",41,"t",8,8
"希望",41,"v",63,21
"效果",41,"n",59,131
"信赖",41,"n",54,9
"信赖",41,"n",4,9
"颜色",41,"n",60,14
"一大早",41,"l",10,1
"音响效果",41,"n",49,4
"音质",41,"n",19,30
"真的",41,"d",25,51
"正品",41,"n",2,2
"值得",41,"v",51,26
"值得",41,"v",3,26
"质量",41,"n",64,33
"智能",41,"n",41,40
"抓紧",41,"v",39,1
"自营",41,"vn",56,12
"综艺",41,"n",48,2
"棒",42,"zg",8,21
"拆下来",42,"v",25,1
"大气",42,"n",40,28
"到位",42,"v",12,8
"懂",42,"v",32,3
"反应速度",42,"n",3,9
"服务",42,"vn",10,40
"高档",42,"b",41,2
"功能",42,"n",13,138
"功能",42,"n",48,138
"功能齐全",42,"i",50,5
"广告",42,"n",19,14
"还行",42,"v",4,5
"合适",42,"a",36,35
"很快",42,"d",44,87
"华为",42,"nr",15,1
"画面",42,"n",33,58
"画面",42,"n",30,58
"价格",42,"n",35,51
"节目",42,"n",53,10
"礼物",42,"n",24,1
"屏幕",42,"n",45,170
"屏幕",42,"n",5,170
"声音",42,"n",34,29
"视频",42,"n",17,16
"手机",42,"n",16,29
"送",42,"v",23,6
"速度",42,"n",43,167
"速度",42,"n",2,167
"太",42,"d",31,15
"太多",42,"ns",20,4
"特别",42,"d",54,66
"同步",42,"d",9,71
"同步",42,"d",11,71
"投屏",42,"x",18,23
"外观",42,"n",39,165
"外形",42,"n",38,118
"我姐",42,"x",21,1
"希望",42,"v",26,21
"喜欢",42,"v",27,62
"喜欢",42,"v",37,62
"效果",42,"n",49,131
"效果",42,"n",14,131
"效果",42,"n",47,131
"新屋",42,"n",22,1
"型号",42,"n",28,3
"一级",42,"m",7,1
"音量",42,"n",29,1
"音效",42,"n",6,149
"音效",42,"n",46,149
"语音",42,"n",51,66
"运行",42,"v",1,133
"运行",42,"v",42,133
"找",42,"v",52,5
"棒",43,"zg",2,21
"操作",43,"v",11,43
"超级",43,"b",1,16
"方法",43,"n",12,2
"还给",43,"v",8,4
"讲",43,"v",9,4
"客服",43,"n",6,11
"靓丽",43,"a",5,1
"态度",43,"n",13,7
"颜色",43,"n",4,14
"智能",43,"n",3,40
"智能",43,"n",10,40
"专业",43,"n",7,13
"大屏",44,"x",1,4
"高",44,"a",4,85
"划算",44,"v",2,7
"家里",44,"s",5,63
"康佳",44,"nr",8,1
"两年",44,"m",6,2
"浓厚",44,"a",12,1
"前",44,"f",7,4
"色彩",44,"n",9,31
"声音",44,"n",11,29
"特别",44,"d",13,66
"鲜艳",44,"a",10,8
"性价比",44,"n",3,66
"遥控",44,"vn",15,15
"语音",44,"n",14,66
"尺寸",45,"n",22,137
"尺寸",45,"n",20,137
"尺寸",45,"n",41,137
"大小",45,"b",21,115
"大小",45,"b",42,115
"地道",45,"n",35,1
"电影",45,"n",24,22
"感觉",45,"n",19,45
"高",45,"a",32,85
"功能",45,"n",28,138
"功能",45,"n",36,138
"功能强大",45,"i",30,5
"合适",45,"a",23,35
"很快",45,"d",9,87
"很爽",45,"a",25,10
"很赞",45,"x",17,5
"画面",45,"n",13,58
"极速",45,"d",46,1
"讲究",45,"vn",38,1
"精准",45,"n",43,1
"开机",45,"n",7,20
"快捷",45,"a",27,4
"漂亮",45,"a",49,25
"屏幕",45,"n",10,170
"屏幕",45,"n",33,170
"屏幕显示",45,"n",12,3
"前卫",45,"n",4,2
"清晰",45,"a",14,130
"设计",45,"vn",3,17
"速度",45,"n",6,167
"速度",45,"n",8,167
"速度",45,"n",45,167
"同步",45,"d",26,71
"同步",45,"d",39,71
"外观",45,"n",2,165
"外观",45,"n",48,165
"外形",45,"n",1,118
"外形",45,"n",47,118
"完美",45,"a",40,18
"效果",45,"n",16,131
"效果",45,"n",37,131
"效果",45,"n",29,131
"性价比",45,"n",31,66
"音效",45,"n",15,149
"音效",45,"n",34,149
"音效",45,"n",11,149
"影院",45,"n",18,4
"运行",45,"v",44,133
"运行",45,"v",5,133
"碍事",46,"v",5,1
"挡住",46,"v",4,1
"高清",46,"nr",2,17
"画质",46,"n",7,44
"开关机",46,"l",11,2
"口",46,"q",1,1
"口会",46,"x",3,1
"配合",46,"v",8,9
"完美",46,"a",12,18
"想",46,"v",6,15
"小爱",46,"x",9,40
"音响",46,"n",10,18
"会员",47,"n",3,6
"会员",47,"n",6,6
"喵",47,"o",5,1
"软件",47,"n",9,23
"下载",47,"v",7,8
"优酷",47,"x",8,2
"有酷",47,"x",4,1
"资源",47,"n",2,9
"总体",47,"n",1,12
"爱上",48,"x",15,1
"尺寸",48,"n",40,137
"大气",48,"n",31,28
"大小",48,"b",41,115
"高",48,"a",12,85
"高大",48,"a",10,9
"功能",48,"n",32,138
"购物",48,"n",14,18
"很快",48,"d",18,87
"画面",48,"n",34,58
"画面",48,"n",19,58
"画质",48,"n",3,44
"京东",48,"ns",16,79
"快递",48,"v",17,36
"老人",48,"n",26,16
"流畅",48,"a",20,32
"内置",48,"n",23,20
"平板",48,"n",7,6
"平板",48,"n",2,6
"苹果",48,"n",6,2
"屏幕",48,"n",36,170
"清晰",48,"a",21,130
"使用方便",48,"l",25,5
"视频",48,"n",1,16
"手机",48,"n",8,29
"舒服",48,"a",5,17
"速度",48,"n",39,167
"特别",48,"d",4,66
"外观",48,"n",30,165
"外形",48,"n",29,118
"喜欢",48,"v",28,62
"小爱",48,"x",24,40
"小孩",48,"n",27,9
"效果",48,"n",33,131
"信赖",48,"n",22,9
"性价比",48,"n",11,66
"音效",48,"n",37,149
"愉快",48,"a",13,1
"运行",48,"v",38,133
"真实",48,"d",35,1
"总体",48,"n",9,12
"爱",49,"v",10,3
"爱",49,"v",11,3
"边框",49,"n",5,48
"超薄",49,"a",3,15
"杜比",49,"nrt",6,16
"屏",49,"n",1,38
"太棒了",49,"nr",2,3
"太棒了",49,"nr",8,3
"完美",49,"a",9,18
"微",49,"n",4,1
"音响",49,"n",7,18
"八颗",50,"m",74,1
"粑",50,"g",77,2
"粑",50,"g",76,2
"帮",50,"v",83,9
"棒棒",50,"n",72,10
"笔芯",50,"n",66,1
"不卡",50,"x",115,7
"查",50,"v",20,1
"超高",50,"v",100,11
"超级",50,"b",71,16
"超级",50,"b",57,16
"尺寸",50,"n",120,137
"尺寸",50,"n",11,137
"大方",50,"n",5,15
"大小",50,"b",121,115
"大小",50,"b",12,115
"到家",50,"x",30,3
"滴",50,"v",53,2
"滴滴",50,"n",65,1
"第三台",50,"m",48,2
"发",50,"v",59,1
"服务态度",50,"n",73,20
"高",50,"a",35,85
"哥哥",50,"ns",69,4
"功能",50,"n",96,138
"功能",50,"n",122,138
"功能",50,"n",84,138
"功能",50,"n",125,138
"好看",50,"v",4,29
"好评",50,"v",46,19
"很棒",50,"a",89,29
"很大",50,"a",10,34
"很快",50,"d",62,87
"很快",50,"d",113,87
"很快",50,"d",63,87
"很快",50,"d",38,87
"很快",50,"d",8,87
"很快",50,"d",87,87
"很漂亮",50,"n",109,6
"很强",50,"x",99,5
"很小",50,"a",41,3
"画面感",50,"n",98,2
"货到",50,"x",105,1
"家",50,"q",64,10
"家里",50,"s",92,63
"家里",50,"s",45,63
"家里",50,"s",47,63
"价格",50,"n",21,51
"京东",50,"ns",106,79
"京东",50,"ns",60,79
"开机",50,"n",54,20
"客服",50,"n",67,11
"客服",50,"n",29,11
"快递",50,"v",58,36
"蓝牙",50,"ns",90,19
"连上",50,"d",93,2
"联网",50,"nz",55,8
"麻麻",50,"n",78,1
"满意",50,"v",16,73
"满意",50,"v",79,73
"满意",50,"v",44,73
"没少",50,"x",18,1
"美观",50,"nz",3,14
"耐看",50,"a",110,1
"内存",50,"n",9,10
"拍",50,"v",103,3
"牌子",50,"n",26,6
"牌子",50,"n",22,6
"评价",50,"n",33,11
"屏幕",50,"n",116,170
"屏幕",50,"n",50,170
"强大",50,"a",126,9
"清",50,"t",101,4
"清晰",50,"a",119,130
"清晰",50,"a",51,130
"清晰度",50,"n",88,39
"上午",50,"t",102,1
"声",50,"n",43,2
"声小",50,"x",34,1
"声音",50,"n",32,29
"声音",50,"n",40,29
"师傅",50,"nr",14,67
"师傅",50,"nr",81,67
"送货",50,"v",80,53
"速度",50,"n",112,167
"速度",50,"n",7,167
"态度",50,"n",70,7
"通电",50,"j",15,5
"同步",50,"d",13,71
"外观",50,"n",2,165
"外观",50,"n",108,165
"外形",50,"n",1,118
"外形",50,"n",107,118
"网络平台",50,"n",94,1
"网上",50,"s",17,6
"稳定",50,"a",39,4
"物流",50,"n",31,46
"嘻嘻",50,"z",49,6
"下功夫",50,"n",19,1
"下午",50,"t",104,4
"显示",50,"v",118,11
"小姐姐",50,"nr",68,1
"效果",50,"n",85,131
"效果",50,"n",123,131
"辛苦",50,"a",82,7
"星星",50,"nz",75,1
"型号",50,"n",23,3
"性价比",50,"n",36,66
"选定",50,"v",25,2
"选择",50,"v",27,20
"遥控器",50,"n",91,31
"一点",50,"m",114,15
"异常",50,"d",42,1
"音效",50,"n",117,149
"语音",50,"n",95,66
"语音",50,"n",124,66
"运行",50,"v",6,133
"运行",50,"v",111,133
"运行",50,"v",86,133
"运行",50,"v",37,133
"找剧",50,"x",97,2
"这家",50,"r",28,3
"真的",50,"d",61,51
"智能",50,"n",52,40
"注册",50,"v",56,1
"最终",50,"d",24,3
"逼真",51,"v",36,1
"操作",51,"v",3,43
"寸大",51,"x",8,1
"第二天",51,"m",12,12
"第三",51,"m",22,2
"第四",51,"m",30,2
"第五",51,"m",37,2
"点赞",51,"x",38,9
"多台",51,"m",24,1
"费用",51,"n",21,4
"搞好",51,"v",18,1
"画面",51,"n",1,58
"价格",51,"n",39,51
"价格便宜",51,"n",7,4
"简单",51,"a",15,54
"交互",51,"v",5,4
"接上",51,"v",27,1
"看着",51,"v",9,19
"两个",51,"m",16,5
"买过",51,"x",23,2
"轻车熟路",51,"i",26,1
"清晰",51,"a",33,130
"人性化",51,"n",6,11
"柔和",51,"a",34,4
"色彩",51,"n",35,31
"上门",51,"ns",20,10
"省掉",51,"v",19,1
"舒服",51,"a",10,17
"顺心",51,"ad",4,1
"送到",51,"v",13,20
"调试",51,"vn",25,7
"图像",51,"n",31,11
"图像",51,"n",29,11
"网络",51,"n",28,24
"物流",51,"n",11,46
"物美价廉",51,"l",40,6
"效果",51,"n",2,131
"真快",51,"d",14,2
"支架",51,"n",17,3
"质量",51,"n",32,33
"安卓",52,"x",38,2
"按住",52,"v",95,2
"包装",52,"v",32,21
"边框",52,"n",43,48
"边框",52,"n",54,48
"边框",52,"n",85,48
"播放",52,"v",101,16
"播放",52,"v",103,16
"操控",52,"v",81,8
"操作",52,"v",40,43
"操作",52,"v",3,43
"超薄",52,"a",15,15
"潮流",52,"n",13,2
"存储空间",52,"n",132,2
"大气",52,"n",57,28
"大气",52,"n",121,28
"发货",52,"n",146,11
"发货",52,"n",110,11
"分辨率",52,"n",122,18
"分辨率",52,"n",64,18
"服务态度",52,"n",113,20
"服务态度",52,"n",149,20
"感觉",52,"n",48,45
"高",52,"a",75,85
"高",52,"a",61,85
"高端",52,"n",56,9
"功能",52,"n",91,138
"功能",52,"n",67,138
"功能",52,"n",11,138
"功能",52,"n",6,138
"功能",52,"n",70,138
"功能强大",52,"i",128,5
"关机",52,"n",8,2
"观影",52,"n",89,2
"好像",52,"v",10,2
"很棒",52,"a",156,29
"很大",52,"a",47,34
"很大",52,"a",86,34
"很快",52,"d",76,87
"很窄",52,"a",44,13
"很窄",52,"a",58,13
"画质",52,"n",34,44
"机",52,"n",31,28
"极快",52,"d",134,1
"加载",52,"v",106,1
"价格",52,"n",36,51
"价格便宜",52,"n",131,4
"简便",52,"a",41,3
"简单",52,"a",4,54
"简单",52,"a",28,54
"简约",52,"d",119,10
"键",52,"n",98,2
"脚上",52,"f",114,1
"教育",52,"vn",29,1
"节目",52,"n",26,10
"节目",52,"n",73,10
"金",52,"nr",52,1
"金属",52,"n",84,15
"金属",52,"n",53,15
"进度",52,"d",108,1
"静音",52,"n",143,2
"静音",52,"n",104,2
"开机",52,"n",129,20
"看着",52,"v",55,19
"蓝牙",52,"ns",78,19
"蓝牙",52,"ns",69,19
"立体",52,"n",125,3
"联网",52,"nz",153,8
"灵敏",52,"nr",63,5
"流畅",52,"a",154,32
"满意",52,"v",100,73
"内容丰富",52,"nr",30,2
"配置",52,"v",60,13
"品牌",52,"n",141,8
"屏",52,"n",150,38
"屏幕",52,"n",152,170
"屏幕",52,"n",82,170
"屏幕",52,"n",45,170
"屏幕",52,"n",42,170
"气",52,"n",87,12
"蔷薇",52,"n",51,1
"清晰",52,"a",66,130
"清晰",52,"a",18,130
"清晰",52,"a",123,130
"清晰度",52,"n",1,39
"全屏",52,"n",109,12
"全屏",52,"n",145,12
"三秒",52,"m",99,1
"色彩",52,"n",35,31
"色彩艳丽",52,"i",83,6
"设计",52,"vn",137,17
"设置",52,"vn",2,7
"声音",52,"n",124,29
"师傅",52,"nr",148,67
"师傅",52,"nr",112,67
"时间",52,"n",144,14
"时尚",52,"n",138,18
"时尚",52,"n",120,18
"时长",52,"n",105,1
"识别率",52,"n",74,1
"实惠",52,"vn",37,25
"实用",52,"v",92,8
"视觉效果",52,"n",17,6
"视频",52,"n",155,16
"视频",52,"n",102,16
"手感",52,"n",136,1
"手机",52,"n",80,29
"鼠标",52,"n",79,2
"搜",52,"zg",72,2
"搜索",52,"v",25,3
"速度",52,"n",133,167
"速度快",52,"n",111,8
"速度快",52,"n",130,8
"速度快",52,"n",147,8
"特别",52,"d",68,66
"外观",52,"n",118,165
"外观设计",52,"n",12,4
"完毕",52,"v",107,1
"完美",52,"a",20,18
"无线",52,"n",77,3
"五星",52,"nz",116,3
"喜欢",52,"v",59,62
"系统",52,"n",39,20
"显得",52,"v",46,5
"显示",52,"v",65,11
"想",52,"v",93,15
"效果",52,"n",151,131
"效果",52,"n",126,131
"鞋套",52,"x",115,1
"新颖",52,"a",14,1
"信赖",52,"n",140,9
"延时",52,"ns",7,1
"颜色",52,"n",19,14
"遥控",52,"vn",135,15
"遥控器",52,"n",96,31
"一键",52,"n",88,5
"一流",52,"n",127,7
"音响",52,"n",21,18
"影像",52,"vn",16,1
"语言",52,"n",71,1
"语音",52,"n",90,66
"语音",52,"n",23,66
"语音",52,"n",97,66
"语音",52,"n",5,66
"运行",52,"v",62,133
"暂停",52,"d",142,1
"赞",52,"v",117,15
"长虹",52,"nz",139,1
"真心",52,"d",50,8
"震撼",52,"v",22,7
"直播",52,"vn",94,9
"质感",52,"n",33,2
"质量",52,"n",49,33
"智能",52,"n",24,40
"智能",52,"n",9,40
"转换",52,"v",27,1
"安",53,"v",18,1
"帮",53,"v",34,9
"不愧",53,"a",38,1
"尺寸",53,"n",27,137
"尺寸",53,"n",30,137
"寸",53,"m",29,55
"大小",53,"b",28,115
"高",53,"a",5,85
"高",53,"a",42,85
"高",53,"a",3,85
"功能",53,"n",35,138
"功能",53,"n",4,138
"购买",53,"v",44,24
"够用",53,"v",6,3
"关键",53,"n",40,5
"很强",53,"x",26,5
"很窄",53,"a",13,13
"极力推荐",53,"i",45,1
"宽",53,"a",12,1
"立体声",53,"d",25,4
"美观",53,"nz",15,14
"漂亮",53,"a",14,25
"屏",53,"n",39,38
"屏",53,"n",10,38
"屏幕",53,"n",22,170
"确实",53,"ad",9,14
"师傅",53,"nr",32,67
"速度",53,"n",17,167
"速度",53,"n",21,167
"同步",53,"d",31,71
"外观",53,"n",8,165
"外形",53,"n",7,118
"系统",53,"n",20,20
"细心",53,"n",33,4
"效果",53,"n",37,131
"效果",53,"n",36,131
"性价比",53,"n",41,66
"性价比",53,"n",2,66
"音响",53,"n",24,18
"音效",53,"n",23,149
"运行",53,"v",16,133
"这款机",53,"x",1,1
"值得",53,"v",43,26
"周边",53,"f",11,1
"卓",53,"nr",19,1
"摆在",54,"v",4,1
"边框",54,"n",10,48
"边框",54,"n",40,48
"便捷",54,"a",52,2
"错",54,"v",29,1
"大爱",54,"x",12,1
"电脑",54,"n",43,4
"反应速度",54,"n",19,9
"服务",54,"vn",25,40
"服务态度",54,"n",51,20
"负责",54,"v",3,9
"感觉",54,"n",7,45
"很窄",54,"a",11,13
"很窄",54,"a",41,13
"恨",54,"v",32,1
"画质",54,"n",8,44
"画质",54,"n",31,44
"机",54,"n",38,28
"家庭",54,"n",58,2
"价格",54,"n",56,51
"接受度",54,"l",48,1
"京东",54,"ns",50,79
"距离",54,"n",20,9
"看着",54,"v",34,19
"快递",54,"v",1,36
"老人",54,"n",47,16
"礼貌",54,"n",28,4
"流畅",54,"a",54,32
"没得说",54,"l",37,5
"配送",54,"v",24,11
"配送",54,"v",26,11
"平板",54,"n",42,6
"屏幕",54,"n",21,170
"屏幕",54,"n",44,170
"轻薄",54,"a",39,8
"清晰",54,"a",9,130
"色彩",54,"n",45,31
"时尚",54,"n",16,18
"使用方便",54,"l",46,5
"适中",54,"v",57,4
"舒服",54,"a",35,17
"送货",54,"v",49,53
"速度",54,"n",18,167
"外观",54,"n",14,165
"外观",54,"n",15,165
"外形",54,"n",13,118
"网络",54,"n",53,24
"网速",54,"n",55,2
"屋里",54,"s",5,2
"五寸",54,"m",6,3
"细腻",54,"a",33,9
"小哥",54,"n",2,18
"音效",54,"n",23,149
"音效",54,"n",22,149
"用用",54,"v",59,1
"语音",54,"n",30,66
"员",54,"zg",27,8
"运行",54,"v",17,133
"质量",54,"n",36,33
"按键",55,"n",82,4
"搬走",55,"v",156,1
"半夜",55,"m",91,1
"帮忙",55,"v",153,17
"棒",55,"zg",144,21
"边框",55,"n",105,48
"便宜",55,"a",63,12
"不像",55,"x",79,1
"不用",55,"v",67,11
"插线",55,"x",129,1
"产品",55,"n",170,32
"产品",55,"n",140,32
"超",55,"v",103,13
"超",55,"v",47,13
"超棒",55,"x",37,4
"超级",55,"b",160,16
"尺寸",55,"n",24,137
"尺寸",55,"n",57,137
"纯净",55,"a",41,1
"寸",55,"m",59,55
"大小",55,"b",58,115
"大小",55,"b",25,115
"第三台",55,"m",174,2
"负责",55,"v",165,9
"感",55,"v",108,7
"高",55,"a",177,85
"高",55,"a",66,85
"高",55,"a",112,85
"高",55,"a",17,85
"高大",55,"a",133,9
"高清",55,"nr",148,17
"哥哥",55,"ns",118,4
"功能",55,"n",45,138
"功能",55,"n",32,138
"功能",55,"n",30,138
"官方",55,"n",135,2
"广告",55,"n",20,14
"好看",55,"v",180,29
"合适",55,"a",26,35
"盒子",55,"n",70,5
"很棒",55,"a",164,29
"很大",55,"a",4,34
"很快",55,"d",54,87
"划算",55,"v",137,7
"画面",55,"n",167,58
"画质",55,"n",147,44
"活动",55,"vn",157,14
"活动",55,"vn",136,14
"机",55,"n",166,28
"家里",55,"s",154,63
"家门口",55,"s",120,1
"价格",55,"n",138,51
"检查",55,"vn",114,6
"简单",55,"a",73,54
"解决",55,"v",29,1
"解释",55,"v",128,1
"京东",55,"ns",87,79
"京东",55,"ns",172,79
"京东",55,"ns",117,79
"旧",55,"a",155,2
"开心",55,"v",86,4
"科技",55,"n",107,4
"磕碰",55,"v",116,2
"客服",55,"n",126,11
"快递",55,"v",161,36
"老人家",55,"n",33,4
"力",55,"n",10,10
"两个",55,"m",81,5
"两根",55,"m",124,1
"落灰",55,"x",84,1
"满意",55,"v",42,73
"密密麻麻",55,"z",83,1
"摸",55,"v",76,1
"耐心",55,"a",127,9
"弄",55,"v",68,2
"配合",55,"v",134,9
"品质",55,"n",121,3
"屏幕",55,"n",38,170
"屏幕",55,"n",3,170
"屏幕",55,"n",109,170
"屏幕",55,"n",22,170
"屏幕",55,"n",55,170
"气",55,"n",5,12
"清晰",55,"a",40,130
"清晰",55,"a",168,130
"清晰度",55,"n",1,39
"清晰度",55,"n",65,39
"清晰度",55,"n",176,39
"清晰度",55,"n",111,39
"曲屏",55,"x",131,1
"全屏",55,"n",36,12
"设计",55,"vn",71,17
"师傅",55,"nr",152,67
"实惠",55,"vn",64,25
"实用",55,"v",74,8
"舒服",55,"a",78,17
"数据线",55,"n",123,1
"送到",55,"v",94,20
"送到",55,"v",119,20
"送货",55,"v",151,53
"速度",55,"n",44,167
"速度",55,"n",53,167
"速度",55,"n",19,167
"速度",55,"n",99,167
"速度快",55,"n",100,8
"太",55,"d",77,15
"太多",55,"ns",21,4
"特别",55,"d",85,66
"同步",55,"d",27,71
"同等",55,"b",139,1
"同学",55,"n",9,24
"推",55,"v",90,1
"推荐",55,"v",62,27
"外观",55,"n",35,165
"外观",55,"n",130,165
"外观",55,"n",50,165
"外观",55,"n",102,165
"外观",55,"n",14,165
"外形",55,"n",34,118
"外形",55,"n",13,118
"外形",55,"n",49,118
"外形",55,"n",101,118
"外形",55,"n",51,118
"网络",55,"n",69,24
"网站",55,"n",122,1
"无敌",55,"v",97,4
"无敌",55,"v",61,4
"物流",55,"n",150,46
"物流",55,"n",95,46
"物流",55,"n",159,46
"喜欢",55,"v",171,62
"喜欢",55,"v",169,62
"系统",55,"n",175,20
"下单",55,"n",92,14
"显得",55,"v",132,5
"线",55,"n",125,1
"相比",55,"v",141,2
"小爱",55,"x",8,40
"小哥",55,"n",162,18
"小女子",55,"nr",28,1
"效果",55,"n",46,131
"效果",55,"n",31,131
"效果",55,"n",145,131
"辛苦",55,"a",163,7
"性价比",55,"n",143,66
"颜",55,"nr",15,2
"洋气",55,"n",7,2
"样式",55,"n",179,1
"遥控器",55,"n",80,31
"遥控器",55,"n",75,31
"一点",55,"m",115,15
"一款",55,"m",11,7
"一生",55,"m",89,1
"音效",55,"n",39,149
"音效",55,"n",23,149
"音效",55,"n",56,149
"音效",55,"n",110,149
"音质",55,"n",149,30
"音质",55,"n",2,30
"银色",55,"n",6,1
"营造",55,"vn",106,1
"优惠",55,"vn",158,7
"运行",55,"v",43,133
"运行",55,"v",18,133
"运行",55,"v",52,133
"运行",55,"v",98,133
"运输",55,"vn",113,1
"赞",55,"v",48,15
"早上",55,"t",93,5
"窄",55,"a",104,4
"占",55,"v",142,3
"真的",55,"d",72,51
"真的",55,"d",88,51
"真的",55,"d",60,51
"真的",55,"d",96,51
"真的",55,"d",146,51
"值",55,"n",16,6
"追加",55,"v",12,3
"自营",55,"vn",173,12
"做工",55,"v",178,6
"爱奇",56,"x",96,1
"帮",56,"v",154,9
"帮忙",56,"v",26,17
"比较满意",56,"l",94,1
"不算",56,"v",161,2
"操控",56,"v",152,8
"操作系统",56,"l",140,4
"超值",56,"v",135,6
"尺寸",56,"n",133,137
"尺寸",56,"n",107,137
"尺寸",56,"n",1,137
"从来没",56,"d",51,1
"寸",56,"m",109,55
"寸",56,"m",113,55
"寸",56,"m",111,55
"寸",56,"m",4,55
"大而薄",56,"x",139,1
"大小",56,"b",108,115
"大小",56,"b",2,115
"大小",56,"b",126,115
"大有",56,"x",67,1
"档次",56,"n",70,4
"到货",56,"v",25,10
"点个",56,"x",71,2
"定制",56,"v",145,2
"懂",56,"v",30,3
"杜比",56,"nrt",117,16
"服务",56,"vn",37,40
"负责",56,"v",84,9
"改观",56,"v",68,1
"高",56,"a",128,85
"功夫",56,"n",147,3
"功能",56,"n",14,138
"功能",56,"n",18,138
"功能",56,"n",115,138
"功能",56,"n",153,138
"功能齐全",56,"i",16,5
"够",56,"zg",106,18
"够",56,"zg",98,18
"够",56,"zg",120,18
"挂壁",56,"n",78,3
"关灯",56,"n",10,1
"观赏",56,"v",7,1
"观影",56,"n",11,2
"广告",56,"n",164,14
"毫无疑问",56,"l",129,2
"很大",56,"a",36,34
"很快",56,"d",83,87
"画质",56,"n",160,44
"机",56,"n",42,28
"机",56,"n",3,28
"机",56,"n",62,28
"机后",56,"x",54,2
"极致",56,"d",159,1
"家里",56,"s",28,63
"家用",56,"n",122,5
"家用",56,"n",76,5
"家用",56,"n",105,5
"家用",56,"n",119,5
"价格",56,"n",130,51
"接地",56,"v",142,2
"京东",56,"ns",20,79
"京东",56,"ns",39,79
"京东",56,"ns",47,79
"精品",56,"n",60,2
"看着",56,"v",125,19
"空间",56,"n",80,2
"快递",56,"v",21,36
"老人",56,"n",148,16
"老人",56,"n",29,16
"力",56,"n",22,10
"亮点",56,"n",131,2
"买过",56,"x",52,2
"蛮大",56,"x",110,3
"内容",56,"n",157,11
"配置",56,"v",132,13
"偏大",56,"a",112,1
"屏",56,"n",103,38
"屏幕",56,"n",99,170
"屏幕",56,"n",101,170
"奇佳",56,"nz",13,1
"启用",56,"v",53,1
"气",56,"n",143,12
"敲坏",56,"x",46,1
"清晰",56,"a",104,130
"清晰度",56,"n",66,39
"清晰度",56,"n",61,39
"全家",56,"n",6,4
"全有",56,"x",19,1
"人性化",56,"n",146,11
"软硬件",56,"l",63,1
"设置",56,"vn",64,7
"深度",56,"ns",144,3
"省",56,"n",79,6
"省",56,"n",31,6
"师傅",56,"nr",87,67
"时间",56,"n",32,14
"时间",56,"n",24,14
"时间",56,"n",86,14
"时间",56,"n",89,14
"始终",56,"d",137,3
"适合",56,"v",5,15
"送货",56,"v",123,53
"速度",56,"n",93,167
"速度",56,"n",82,167
"速度",56,"n",91,167
"速度快",56,"n",124,8
"算",56,"v",59,4
"算得",56,"v",134,2
"算是",56,"v",35,4
"特别",56,"d",8,66
"提前",56,"v",85,4
"调试",56,"vn",27,7
"同步",56,"d",81,71
"投射",56,"v",65,2
"推荐",56,"v",77,27
"外观",56,"n",75,165
"外观",56,"n",74,165
"外形",56,"n",73,118
"晚上",56,"t",9,8
"希望",56,"v",38,21
"系列",56,"q",150,2
"夏普",56,"x",44,1
"想要",56,"v",17,8
"想要",56,"v",156,8
"向来",56,"v",141,2
"销量",56,"n",49,2
"小孩",56,"n",45,9
"小孩",56,"n",149,9
"效果",56,"n",15,131
"效果",56,"n",102,131
"效果",56,"n",12,131
"效果",56,"n",116,131
"性价比",56,"n",127,66
"选择",56,"v",163,20
"颜值",56,"x",136,5
"眼前一亮",56,"l",56,2
"要点",56,"n",33,1
"一看",56,"x",48,1
"疑惑",56,"v",50,1
"艺和家",56,"x",97,1
"音效",56,"n",100,149
"音效",56,"n",118,149
"硬件",56,"n",58,2
"语音",56,"n",151,66
"约定",56,"v",88,2
"越做越",56,"v",41,6
"运行",56,"v",92,133
"运行",56,"v",90,133
"赞",56,"v",72,15
"赞",56,"v",34,15
"找到",56,"v",155,4
"这方面",56,"mq",40,1
"真的",56,"d",55,51
"正好",56,"a",114,18
"指定",56,"v",23,1
