"id","word","nature","index_word"
106,"优秀","a",3
106,"细细","a",4
106,"体会","n",5
106,"发现","v",6
106,"美好","a",7
106,"技术","n",8
106,"访问","v",9
106,"供应商","n",10
106,"详细","ad",11
106,"生活","vn",12
107,"一个半月","m",1
107,"便宜","a",2
107,"搞笑","v",3
108,"带来","v",1
108,"购物","n",2
108,"全新","d",3
108,"未","d",4
108,"拆封","v",5
108,"正品","n",6
108,"三包","m",7
108,"时","n",8
108,"质量检查","n",9
108,"流程","n",10
108,"确保","v",11
108,"品质","n",12
108,"非人","b",13
108,"导致","v",14
108,"质量","n",15
108,"工程师","n",16
108,"检测","vn",17
108,"为准","v",18
108,"三包","m",19
108,"完善","v",20
108,"售后","n",21
108,"售后","n",22
108,"权益","n",23
108,"详细","ad",24
108,"生活","vn",25
109,"全新","d",1
109,"未","d",2
109,"拆封","v",3
109,"正品","n",4
109,"三包","m",5
109,"时","n",6
109,"质量检查","n",7
109,"流程","n",8
109,"确保","v",9
109,"品质","n",10
109,"商品","n",11
109,"发货","n",12
109,"订单","n",13
109,"显示","v",14
109,"内容","n",15
109,"商品","n",16
109,"包装","v",17
109,"清单","a",18
109,"发货","n",19
109,"订单","n",20
109,"显示","v",21
109,"为准","v",22
109,"后期","t",23
109,"访问","v",24
109,"供应商","n",25
109,"详细","ad",26
109,"生活","vn",27
110,"带来","v",1
110,"不好","d",2
110,"非常重视","l",3
110,"不断加强","i",4
110,"意识","n",5
110,"提升","v",6
110,"水平","n",7
110,"环节","n",8
110,"中","f",9
110,"不断完善","l",10
110,"提供","v",11
110,"更好","d",12
110,"购物","n",13
110,"中","f",14
110,"访问","v",15
110,"供应商","n",16
110,"详细","ad",17
110,"生活","vn",18
111,"全新","d",1
111,"未","d",2
111,"拆封","v",3
111,"正品","n",4
111,"三包","m",5
111,"时","n",6
111,"质量检查","n",7
111,"流程","n",8
111,"确保","v",9
111,"品质","n",10
111,"商品","n",11
111,"介绍","v",12
111,"页面","n",13
111,"下方","f",14
111,"明细","ad",15
111,"核实","n",16
111,"查看","v",17
111,"力争","nz",18
111,"每一件","l",19
111,"极致","d",20
111,"材料","n",21
111,"设计","vn",22
111,"质量","n",23
111,"优秀","a",24
111,"更好","d",25
111,"解决","v",26
111,"访问","v",27
111,"供应商","n",28
111,"详细","ad",29
111,"生活","vn",30
112,"授权","v",1
112,"全新","d",2
112,"未","d",3
112,"拆封","v",4
112,"质量","n",5
112,"可靠","v",6
112,"国家","n",7
112,"三包","m",8
112,"连接","v",9
112,"网络","n",10
112,"分为","v",11
112,"两个","m",12
112,"排查","vn",13
112,"网络","n",14
112,"排查","vn",15
112,"路由器","n",16
112,"加密","ns",17
112,"方式","n",18
112,"改为","v",19
112,"加密","ns",20
112,"连接","v",21
112,"如能","x",22
112,"连接","v",23
112,"路由器","n",24
112,"设置","vn",25
112,"密码","n",26
112,"加密","ns",27
112,"方式","n",28
112,"加密","ns",29
112,"方式","n",30
112,"连接","v",31
112,"方法","n",32
112,"无效","a",33
112,"检查","vn",34
112,"路由器","n",35
112,"设置","vn",36
112,"登陆","v",37
112,"修改","v",38
112,"路由器","n",39
112,"设置","vn",40
112,"路由","n",41
112,"重置","n",42
112,"连接","v",43
112,"手机","n",44
112,"建立","v",45
112,"热点","n",46
112,"连接","v",47
112,"热点","n",48
112,"连接","v",49
112,"连接","v",50
112,"路由器","n",51
112,"设备","vn",52
112,"更换","v",53
112,"路由","n",54
112,"排查","vn",55
112,"重启","v",56
112,"连接","v",57
112,"修改","v",58
112,"端的","z",59
112,"输入法","n",60
112,"输入","v",61
112,"密码","n",62
112,"连接","v",63
112,"恢复","v",64
112,"设置","vn",65
112,"访问","v",66
112,"供应商","n",67
112,"详细","ad",68
112,"生活","vn",69
112,"带来","v",70
112,"不便","c",71
112,"全新","d",72
112,"未","d",73
112,"拆封","v",74
112,"正品","n",75
112,"三包","m",76
112,"时","n",77
112,"质量检查","n",78
112,"流程","n",79
112,"确保","v",80
112,"品质","n",81
112,"售后","n",82
112,"深表歉意","vn",83
112,"带来","v",84
112,"不便","c",85
112,"积极主动","n",86
112,"改善","v",87
112,"努力争取","nr",88
112,"带来","v",89
112,"捷","ns",90
112,"优质","n",91
112,"提供","v",92
112,"更好","d",93
112,"购物","n",94
112,"客户","n",95
112,"为本","x",96
112,"中","f",97
112,"完善","v",98
112,"奉献给","v",99
112,"并会","x",100
112,"中","f",101
112,"不断完善","l",102
112,"信心","n",103
112,"关注","v",104
112,"技术","n",105
112,"会为","x",106
112,"生活","vn",107
113,"带来","v",1
113,"不便","c",2
113,"正品","n",3
113,"三包","m",4
113,"时","n",5
113,"质量检查","n",6
113,"流程","n",7
113,"确保","v",8
113,"品质","n",9
113,"知晓","v",10
113,"准确","a",11
113,"状况","n",12
113,"访问","v",13
113,"供应商","n",14
113,"提供","v",15
113,"相关","v",16
113,"图片","n",17
113,"信息","n",18
113,"详细","ad",19
113,"生活","vn",20
114,"屏幕","n",1
114,"音效","n",2
114,"一般般","l",3
114,"功能","n",4
114,"效果","n",5
114,"一般般","l",6
115,"清晰","a",1
115,"不值","n",2
115,"画面质量","n",3
115,"太差","n",4
116,"全新","d",1
116,"未","d",2
116,"拆封","v",3
116,"正品","n",4
116,"三包","m",5
116,"时","n",6
116,"质量检查","n",7
116,"流程","n",8
116,"确保","v",9
116,"品质","n",10
116,"放心","v",11
116,"完善","v",12
116,"售后","n",13
116,"及时处理","i",14
116,"售后","n",15
116,"详细","ad",16
116,"生活","vn",17
117,"第一台","m",1
117,"信号","n",2
117,"差","a",3
117,"位置","v",4
117,"手机","n",5
117,"信号","n",6
117,"满格","x",7
117,"一格","n",8
117,"稳定","a",9
117,"换","nz",10
117,"一台","m",11
117,"信号","n",12
117,"接收","v",13
117,"信号","n",14
117,"很弱","a",15
118,"带来","v",1
118,"不好","d",2
118,"色彩","n",3
118,"更换","v",4
118,"片源","n",5
118,"排查","vn",6
118,"片源","n",7
118,"导致","v",8
118,"中","f",9
118,"访问","v",10
118,"供应商","n",11
118,"详细","ad",12
118,"生活","vn",13
119,"贵","a",1
119,"赠品","n",2
119,"大意","d",3
119,"不好","d",4
119,"购物","n",5
119,"本店","n",6
119,"正品","n",7
119,"店","n",8
119,"所售","v",9
119,"未","d",10
119,"拆封","v",11
119,"全新","d",12
119,"正品","n",13
119,"三包","m",14
119,"时","n",15
119,"质量检查","n",16
119,"流程","n",17
119,"确保","v",18
119,"品质","n",19
119,"调试","vn",20
119,"室内","s",21
119,"光线","n",22
119,"亮度","n",23
119,"技术","n",24
119,"访问","v",25
119,"供应商","n",26
119,"详细","ad",27
119,"生活","vn",28
120,"不好","d",1
120,"购物","n",2
120,"本店","n",3
120,"正品","n",4
120,"店","n",5
120,"所售","v",6
120,"未","d",7
120,"拆封","v",8
120,"全新","d",9
120,"正品","n",10
120,"三包","m",11
120,"时","n",12
120,"质量检查","n",13
120,"流程","n",14
120,"确保","v",15
120,"品质","n",16
120,"详细","ad",17
120,"状况","n",18
120,"解决","v",19
120,"针对性","n",20
120,"回复","v",21
120,"解答","v",22
120,"供应商","n",23
120,"详细","ad",24
120,"会为","x",25
120,"生活","vn",26
121,"遥控器","n",1
121,"两天","m",2
121,"确认","v",3
121,"键","n",4
121,"失灵","n",5
121,"差评","x",6
122,"售后","n",1
122,"一点","m",2
122,"不好","d",3
122,"一点","m",4
122,"真心","d",5
122,"商城","ns",6
123,"全新","d",1
123,"未","d",2
123,"拆封","v",3
123,"正品","n",4
123,"三包","m",5
123,"时","n",6
123,"质量检查","n",7
123,"流程","n",8
123,"确保","v",9
123,"品质","n",10
123,"后期","t",11
123,"中","f",12
123,"访问","v",13
123,"供应商","n",14
123,"详细","ad",15
123,"生活","vn",16
124,"不好","d",1
124,"购物","n",2
124,"本店","n",3
124,"正品","n",4
124,"店","n",5
124,"所售","v",6
124,"未","d",7
124,"拆封","v",8
124,"全新","d",9
124,"正品","n",10
124,"三包","m",11
124,"时","n",12
124,"质量检查","n",13
124,"流程","n",14
124,"确保","v",15
124,"品质","n",16
124,"耐心","a",17
124,"提供","v",18
124,"信息","n",19
124,"非常重视","l",20
124,"人员","n",21
124,"培训","vn",22
124,"不断加强","i",23
124,"意识","n",24
124,"提升","v",25
124,"水平","n",26
124,"提供","v",27
124,"更好","d",28
124,"购物","n",29
124,"更好","d",30
124,"解答","v",31
124,"中有","x",32
124,"访问","v",33
124,"供应商","n",34
124,"生活","vn",35
125,"差评","x",1
126,"带来","v",1
126,"不好","d",2
126,"购物","n",3
126,"时","n",4
126,"质量检查","n",5
126,"流程","n",6
126,"确保","v",7
126,"品质","n",8
126,"每次","r",9
126,"运行","v",10
126,"同一个","b",11
126,"软件","n",12
126,"死机","n",13
126,"软件","n",14
126,"软件","n",15
126,"卸载","v",16
126,"还原","v",17
126,"设置","vn",18
126,"选择","v",19
126,"保留","v",20
126,"软件","n",21
126,"功能","n",22
126,"频繁","a",23
126,"死机","n",24
126,"重启","v",25
126,"现象","n",26
126,"系统","n",27
126,"更新","d",28
126,"最新","d",29
126,"版本","n",30
126,"最新","d",31
126,"版本","n",32
126,"系统","n",33
126,"优化","vn",34
126,"中","f",35
126,"访问","v",36
126,"供应商","n",37
126,"详细","ad",38
126,"生活","vn",39
127,"时","n",1
127,"质量检查","n",2
127,"流程","n",3
127,"确保","v",4
127,"品质","n",5
127,"商品","n",6
127,"发货","n",7
127,"订单","n",8
127,"显示","v",9
127,"内容","n",10
127,"商品","n",11
127,"包装","v",12
127,"清单","a",13
127,"发货","n",14
127,"订单","n",15
127,"显示","v",16
127,"为准","v",17
127,"确实","ad",18
127,"收到","v",19
127,"状况","n",20
127,"购买","v",21
127,"解答","v",22
127,"详细","ad",23
127,"生活","vn",24
127,"全心全意","i",25
128,"全新","d",1
128,"未","d",2
128,"拆封","v",3
128,"正品","n",4
128,"三包","m",5
128,"时","n",6
128,"质量检查","n",7
128,"流程","n",8
128,"确保","v",9
128,"品质","n",10
128,"蓝底","x",11
128,"白字","n",12
128,"界面","n",13
128,"工厂","n",14
128,"模式","n",15
128,"画面","n",16
128,"非","h",17
128,"硬件","n",18
128,"故障","n",19
128,"手动","n",20
128,"切换","v",21
128,"界面","n",22
128,"遥控器","n",23
128,"键","n",24
128,"操作","v",25
128,"光标","n",26
128,"移至","v",27
128,"操作","v",28
128,"遥控","vn",29
128,"键","n",30
128,"状态","n",31
128,"改为","v",32
128,"确认","v",33
128,"键","n",34
128,"自行","r",35
128,"重启","v",36
128,"待机","n",37
128,"画面","n",38
128,"中","f",39
128,"访问","v",40
128,"供应商","n",41
128,"详细","ad",42
128,"生活","vn",43
129,"送来","v",1
129,"收费","n",2
130,"真的","d",1
130,"添麻烦","l",2
130,"本店","n",3
130,"正品","n",4
130,"店","n",5
130,"所售","v",6
130,"未","d",7
130,"拆封","v",8
130,"全新","d",9
130,"正品","n",10
130,"三包","m",11
130,"时","n",12
130,"质量检查","n",13
130,"流程","n",14
130,"确保","v",15
130,"品质","n",16
130,"力求","n",17
130,"小伙伴","n",18
130,"需求","v",19
130,"小伙伴","n",20
130,"赞许","v",21
130,"小伙伴","n",22
130,"满意","v",23
130,"中","f",24
130,"倾听","v",25
130,"小伙伴","n",26
130,"心声","n",27
130,"做出","v",28
130,"更多人","x",29
130,"满意","v",30
130,"后期","t",31
130,"中有","x",32
130,"包容","v",33
130,"生活","vn",34
131,"带来","v",1
131,"不便","c",2
131,"全新","d",3
131,"未","d",4
131,"拆封","v",5
131,"正品","n",6
131,"三包","m",7
131,"时","n",8
131,"质量检查","n",9
131,"流程","n",10
131,"确保","v",11
131,"品质","n",12
131,"保证","v",13
131,"售后","n",14
131,"网点","n",15
131,"调试","vn",16
131,"商品","n",17
131,"介绍","v",18
131,"页面","n",19
131,"下方","f",20
131,"明细","ad",21
131,"核实","n",22
131,"查看","v",23
131,"力争","nz",24
131,"每一件","l",25
131,"极致","d",26
131,"材料","n",27
131,"设计","vn",28
131,"质量","n",29
131,"优秀","a",30
131,"供应商","n",31
131,"详细","ad",32
131,"生活","vn",33
132,"交易","n",1
132,"带来","v",2
132,"不便","c",3
132,"深表歉意","vn",4
132,"商品","n",5
132,"介绍","v",6
132,"页面","n",7
132,"下方","f",8
132,"明细","ad",9
132,"核实","n",10
132,"查看","v",11
132,"原厂","n",12
132,"架子","n",13
132,"提供","v",14
132,"保障","v",15
132,"第三方","m",16
132,"架子","n",17
132,"质量","n",18
132,"导致","v",19
132,"机","n",20
132,"故障","n",21
132,"用料","n",22
132,"高品质","n",23
132,"原则","n",24
132,"打造出","l",25
132,"商品质量","n",26
132,"高标准","n",27
132,"后期","t",28
132,"中有","x",29
132,"理解","v",30
132,"生活","vn",31
133,"不到","v",1
133,"一周","m",2
133,"降下","v",3
134,"免费","vn",1
134,"差评","x",2
134,"带来","v",3
134,"不好","d",4
134,"非常重视","l",5
134,"不断加强","i",6
134,"意识","n",7
134,"提升","v",8
134,"水平","n",9
134,"环节","n",10
134,"中","f",11
134,"不断完善","l",12
134,"提供","v",13
134,"更好","d",14
134,"购物","n",15
134,"更好","d",16
134,"解答","v",17
134,"访问","v",18
134,"供应商","n",19
134,"详细","ad",20
134,"生活","vn",21
135,"不到","v",1
135,"一个月","m",2
135,"感觉","n",3
135,"质量","n",4
135,"很差","x",5
135,"售后","n",6
135,"水平","n",7
135,"更差","x",8
135,"挂架","v",9
135,"完后","x",10
135,"拍照","v",11
135,"忘","v",12
135,"拍","v",13
135,"序列号","n",14
135,"拆下来","v",15
135,"拍","v",16
135,"再装","x",17
135,"走","v",18
135,"顾客","nr",19
135,"打开","v",20
135,"发现","v",21
135,"屏幕","n",22
135,"损坏","v",23
135,"就让","v",24
135,"顾客","nr",25
135,"承担","v",26
135,"责任","n",27
135,"售后","n",28
135,"检测","vn",29
135,"回执单","n",30
135,"写","v",31
135,"具体情况","l",32
135,"写","v",33
135,"非","h",34
135,"质量","n",35
135,"明明","t",36
135,"左下角","m",37
135,"屏幕","n",38
135,"损坏","v",39
135,"写","v",40
135,"左上角","f",41
135,"导致","v",42
135,"同意","d",43
135,"客户","n",44
135,"换新","nz",45
135,"快递","v",46
135,"取件","x",47
135,"时","n",48
135,"讲出","v",49
135,"地区","n",50
135,"快递","v",51
135,"部","n",52
135,"领导","n",53
135,"同意","d",54
135,"感觉","n",55
135,"领导","n",56
135,"同意","d",57
135,"这句","x",58
135,"话","n",59
135,"权力","n",60
135,"很大","a",61
135,"理由","n",62
135,"反正","d",63
135,"取件","x",64
135,"顾客","nr",65
135,"地区","n",66
135,"快递","v",67
135,"部","n",68
135,"三四天","m",69
135,"反复","v",70
135,"快递","v",71
135,"部","n",72
135,"地区","n",73
135,"快递","v",74
135,"部","n",75
135,"一会儿","m",76
135,"讲外","x",77
135,"屏","n",78
135,"损坏","v",79
135,"一会儿","m",80
135,"讲内屏","x",81
135,"损坏","v",82
135,"感觉","n",83
135,"问","n",84
135,"快递","v",85
135,"员","zg",86
135,"怎么回事","l",87
135,"反正","d",88
135,"往外","x",89
135,"推","v",90
135,"外观","n",91
135,"划痕","n",92
135,"撞击","v",93
135,"痕迹","n",94
135,"屏坏","x",95
135,"客户","n",96
135,"换","nz",97
135,"新","a",98
135,"客户","n",99
135,"京豆","x",100
135,"价值","n",101
135,"人民币","n",102
135,"补偿","vn",103
135,"实价","n",104
135,"顾客","nr",105
135,"找","v",106
135,"线下","n",107
135,"维修","v",108
135,"顾客","nr",109
135,"认","v",110
135,"倒霉","a",111
135,"第一次","m",112
135,"质量","n",113
135,"售后","n",114
135,"满意","v",115
135,"卖不带","x",116
135,"固定","a",117
135,"架子","n",118
135,"回复","v",119
135,"忙","v",120
135,"干什么","l",121
135,"垃圾","n",122
135,"搞","v",123
135,"活动","vn",124
135,"价格比","n",125
135,"便宜","a",126
135,"块钱","n",127
135,"一个多月","m",128
135,"时间","n",129
135,"价保","x",130
135,"真的","d",131
135,"无耻","a",132
135,"流氓","n",133
135,"全新","d",134
135,"未","d",135
135,"拆封","v",136
135,"正品","n",137
135,"三包","m",138
135,"时","n",139
135,"质量检查","n",140
135,"流程","n",141
135,"确保","v",142
135,"品质","n",143
135,"商品","n",144
135,"发货","n",145
135,"订单","n",146
135,"显示","v",147
135,"内容","n",148
135,"商品","n",149
135,"包装","v",150
135,"清单","a",151
135,"发货","n",152
135,"订单","n",153
135,"显示","v",154
135,"为准","v",155
135,"更好","d",156
135,"解决","v",157
135,"访问","v",158
135,"供应商","n",159
135,"详细","ad",160
135,"生活","vn",161
136,"带来","v",1
136,"购物","n",2
136,"本店","n",3
136,"正品","n",4
136,"店","n",5
136,"所售","v",6
136,"未","d",7
136,"拆封","v",8
136,"全新","d",9
136,"正品","n",10
136,"时","n",11
136,"质量检查","n",12
136,"流程","n",13
136,"确保","v",14
136,"品质","n",15
136,"出售","vn",16
136,"商品","n",17
136,"三包","m",18
136,"质量","n",19
136,"原因","n",20
136,"导致","v",21
136,"工程师","n",22
136,"检测","vn",23
136,"为准","v",24
136,"法定","n",25
136,"三包","m",26
136,"履行职责","n",27
136,"保障","v",28
136,"权益","n",29
136,"完善","v",30
136,"售后","n",31
136,"团队","n",32
136,"生活","vn",33
137,"不好","d",1
137,"购物","n",2
137,"本店","n",3
137,"正品","n",4
137,"店","n",5
137,"所售","v",6
137,"未","d",7
137,"拆封","v",8
137,"全新","d",9
137,"正品","n",10
137,"三包","m",11
137,"时","n",12
137,"质量检查","n",13
137,"流程","n",14
137,"确保","v",15
137,"品质","n",16
137,"中","f",17
137,"详细描述","n",18
137,"告知","v",19
137,"针对性","n",20
137,"回复","v",21
137,"解答","v",22
137,"解决","v",23
137,"会为","x",24
137,"生活","vn",25
138,"不好","d",1
138,"购物","n",2
138,"本店","n",3
138,"正品","n",4
138,"店","n",5
138,"所售","v",6
138,"未","d",7
138,"拆封","v",8
138,"全新","d",9
138,"正品","n",10
138,"三包","m",11
138,"时","n",12
138,"质量检查","n",13
138,"流程","n",14
138,"确保","v",15
138,"品质","n",16
138,"选购","v",17
138,"该款","r",18
138,"海量","n",19
138,"片源","n",20
138,"外观","n",21
138,"精致","a",22
138,"大气","n",23
138,"该款","r",24
138,"画面","n",25
138,"色彩","n",26
138,"真实","d",27
138,"自然","d",28
138,"画面","n",29
138,"中","f",30
138,"物体","n",31
138,"清晰","a",32
138,"明","a",33
138,"帧","q",34
138,"图像","n",35
138,"胶片","n",36
138,"相机","d",37
138,"拍摄","v",38
138,"而成","x",39
138,"细节","n",40
138,"鲜明","a",41
138,"漂亮","a",42
138,"屏幕","n",43
138,"蓝屏","x",44
138,"升级","vn",45
138,"系统","n",46
138,"最新","d",47
138,"版本","n",48
138,"高清","nr",49
138,"无损","v",50
138,"片源","n",51
138,"观赏","v",52
138,"后续","v",53
138,"技术","n",54
138,"完善","v",55
138,"售后","n",56
138,"团队","n",57
138,"会为","x",58
138,"生活","vn",59
139,"第一次","m",1
139,"买然","x",2
139,"失望","v",3
139,"差评","x",4
140,"不好","d",1
140,"店家","n",2
140,"再慢","d",3
141,"授权","v",1
141,"全新","d",2
141,"未","d",3
141,"拆封","v",4
141,"正品","n",5
141,"质量","n",6
141,"可靠","v",7
141,"国家","n",8
141,"三包","m",9
141,"商品","n",10
141,"活动","vn",11
141,"商品","n",12
141,"页面","n",13
141,"显示","v",14
141,"为准","v",15
141,"商品","n",16
141,"参加","v",17
141,"活动","vn",18
141,"活动","vn",19
141,"访问","v",20
141,"详细","ad",21
141,"生活","vn",22
142,"台","q",1
142,"寸","m",2
142,"黑白","z",3
142,"便宜","a",4
142,"机是","x",5
142,"坏","a",6
142,"没人","l",7
142,"解决问题","n",8
142,"画面","n",9
142,"高速","d",10
142,"与动","x",11
142,"撕裂","v",12
142,"刷新率","n",13
142,"感觉","n",14
142,"流畅","a",15
142,"手机","n",16
142,"手机","n",17
142,"卡顿","x",18
142,"刷新率","n",19
143,"卡死","nr",1
143,"定格","n",2
143,"照样","d",3
143,"说话","v",4
143,"鬼","n",5
144,"花大价","x",1
144,"水货","n",2
144,"节目","n",3
144,"太少","nr",4
144,"逼","v",5
144,"会员","n",6
145,"选择","v",1
145,"委托","n",2
145,"第三方","m",3
145,"公司","n",4
145,"费","v",5
145,"辅材费","x",6
145,"自理","vn",7
145,"商品","n",8
145,"介绍","v",9
145,"页面","n",10
145,"预约","v",11
145,"电话","n",12
145,"收费","n",13
145,"仔细","ad",14
145,"查看","v",15
145,"预约","v",16
145,"微信","x",17
145,"关注","v",18
145,"之家","r",19
145,"公众","n",20
145,"账号","n",21
145,"预约","v",22
145,"签收","v",23
145,"扫描","v",24
145,"外包装","n",25
145,"二维码","n",26
145,"后期","t",27
145,"中","f",28
145,"访问","v",29
145,"供应商","n",30
145,"详细","ad",31
145,"生活","vn",32
146,"刚买","x",1
146,"三天","m",2
146,"降价","n",3
146,"真","d",4
146,"满意","v",5
146,"欺骗","v",6
146,"会员","n",7
147,"不好","d",1
147,"购物","n",2
147,"超高","v",3
147,"清","t",4
147,"画质","n",5
147,"分辨率","n",6
147,"细节","n",7
147,"分毫","m",8
147,"毕现","v",9
147,"瞬间","t",10
147,"清晰可见","l",11
147,"高","a",12
147,"动态","n",13
147,"图像","n",14
147,"色彩","n",15
147,"生动","vn",16
147,"细节","n",17
147,"物体","n",18
147,"真实","d",19
147,"多彩","b",20
147,"眼见","n",21
147,"所得","v",22
147,"高清","nr",23
147,"片源","n",24
147,"观赏","v",25
147,"确认","v",26
147,"系统","n",27
147,"版本","n",28
147,"是否是","l",29
147,"最新","d",30
147,"升级","vn",31
147,"更新","d",32
147,"方式","n",33
147,"无效","a",34
147,"供应商","n",35
147,"会为","x",36
147,"生活","vn",37
148,"售后","n",1
148,"不错","a",2
148,"物流","n",3
148,"力","n",4
148,"质量","n",5
148,"真心","d",6
148,"不行","v",7
148,"第一台","m",8
148,"屏幕","n",9
148,"一条","m",10
148,"黑线","n",11
148,"第二台","m",12
148,"屏幕","n",13
148,"闪屏","x",14
148,"卡屏","x",15
148,"第三台","m",16
148,"闪屏","x",17
148,"第四","m",18
148,"台","q",19
148,"半个","m",20
148,"小时","n",21
148,"屏幕","n",22
148,"次","q",23
148,"闪屏","x",24
148,"情况","n",25
148,"真心","d",26
148,"心累","v",27
149,"选择","v",1
149,"高清","nr",2
149,"片源","n",3
149,"观赏","v",4
149,"确认","v",5
149,"系统","n",6
149,"版本","n",7
149,"是否是","l",8
149,"最新","d",9
149,"升级","vn",10
149,"更新","d",11
149,"出售","vn",12
149,"商品","n",13
149,"三包","m",14
149,"质量","n",15
149,"原因","n",16
149,"导致","v",17
149,"工程师","n",18
149,"检测","vn",19
149,"为准","v",20
149,"法定","n",21
149,"三包","m",22
149,"履行职责","n",23
149,"保障","v",24
149,"权益","n",25
149,"操作","v",26
149,"依然","d",27
149,"异常","d",28
149,"解决","v",29
149,"针对性","n",30
149,"回复","v",31
149,"解答","v",32
149,"供应商","n",33
149,"详细","ad",34
149,"会为","x",35
149,"生活","vn",36
150,"色彩","n",1
151,"右下角","f",1
151,"图像","n",2
151,"模糊","a",3
152,"说明书","n",1
153,"质量","n",1
153,"太差","n",2
153,"售","v",3
153,"过后","t",4
153,"没人管","l",5
154,"正品","n",1
154,"三包","m",2
154,"时","n",3
154,"质量检查","n",4
154,"流程","n",5
154,"确保","v",6
154,"品质","n",7
154,"内置","n",8
154,"资源","n",9
154,"大部分","m",10
154,"免费","vn",11
154,"观看","v",12
154,"需求","v",13
154,"资源","n",14
154,"会员","n",15
154,"付费","v",16
154,"观看","v",17
154,"软件","n",18
154,"技术","n",19
154,"访问","v",20
154,"供应商","n",21
154,"详细","ad",22
154,"生活","vn",23
155,"配件","n",1
155,"螺丝","n",2
155,"两天","m",3
155,"回复","v",4
155,"希望","v",5
155,"评价","n",6
155,"后能","x",7
156,"购物","n",1
156,"正品","n",2
156,"三包","m",3
156,"时","n",4
156,"质量检查","n",5
156,"流程","n",6
156,"确保","v",7
156,"品质","n",8
156,"选购","v",9
156,"该款","r",10
156,"商品","n",11
156,"外观","n",12
156,"精致","a",13
156,"屏幕","n",14
156,"画面","n",15
156,"色彩","n",16
156,"真实","d",17
156,"自然","d",18
156,"画面","n",19
156,"中","f",20
156,"物体","n",21
156,"清晰","a",22
156,"明","a",23
156,"帧","q",24
156,"图像","n",25
156,"胶片","n",26
156,"相机","d",27
156,"拍摄","v",28
156,"而成","x",29
156,"细节","n",30
156,"鲜明","a",31
156,"漂亮","a",32
156,"选择","v",33
156,"高清","nr",34
156,"片源","n",35
156,"观赏","v",36
156,"确认","v",37
156,"系统","n",38
156,"版本","n",39
156,"是否是","l",40
156,"最新","d",41
156,"升级","vn",42
156,"更新","d",43
156,"技术","n",44
156,"访问","v",45
156,"供应商","n",46
156,"详细","ad",47
156,"生活","vn",48
157,"售后","n",1
157,"跟进","v",2
157,"兑现","v",3
157,"爱奇艺","x",4
157,"一年","m",5
157,"年卡","x",6
157,"差评","x",7
158,"人员","n",1
158,"态度","n",2
158,"真差","n",3
158,"问个问题","n",4
158,"急眼","d",5
158,"态度","n",6
158,"上门","ns",7
158,"人员","n",8
158,"闲","n",9
158,"路程","n",10
158,"太远","x",11
158,"老人家","n",12
158,"在家","r",13
158,"调试","vn",14
159,"带来","v",1
159,"购物","n",2
159,"热情","n",3
159,"购买","v",4
159,"需求","v",5
159,"等待时间","n",6
159,"安排","v",7
159,"工作人员","n",8
159,"上门","ns",9
159,"包涵","v",10
159,"包容","v",11
159,"生活","vn",12
160,"带来","v",1
160,"不便","c",2
160,"改善","v",3
160,"员工","n",4
160,"培训","vn",5
160,"提升","v",6
160,"水平","n",7
160,"力求","n",8
160,"提供","v",9
160,"更好","d",10
160,"购物","n",11
160,"时","n",12
160,"质量检查","n",13
160,"流程","n",14
160,"确保","v",15
160,"品质","n",16
160,"后期","t",17
160,"中","f",18
160,"访问","v",19
160,"供应商","n",20
160,"详细","ad",21
160,"生活","vn",22
161,"到货","v",1
161,"东西","ns",2
161,"瑕疵","n",3
161,"购物","n",4
162,"超","v",1
162,"垃圾","n",2
162,"答非所问","l",3
162,"保修期","n",4
162,"多久","m",5
162,"吃饭","v",6
162,"闲人","n",7
162,"反正","d",8
162,"无言以对","i",9
163,"看图","v",1
163,"人为","n",2
163,"符合","v",3
163,"退换","v",4
163,"真够","a",5
163,"坑","n",6
163,"移机","x",7
163,"一米","m",8
163,"距离","n",9
163,"收费","n",10
163,"带来","v",11
163,"不便","c",12
163,"全新","d",13
163,"未","d",14
163,"拆封","v",15
163,"正品","n",16
163,"三包","m",17
163,"时","n",18
163,"质量检查","n",19
163,"流程","n",20
163,"确保","v",21
163,"品质","n",22
163,"提供","v",23
163,"商品","n",24
163,"介绍","v",25
163,"页面","n",26
163,"预约","v",27
163,"电话","n",28
163,"收费","n",29
163,"仔细","ad",30
163,"查看","v",31
163,"更好","d",32
163,"解决","v",33
163,"访问","v",34
163,"供应商","n",35
163,"详细","ad",36
163,"生活","vn",37
164,"刚买","x",1
164,"几天","m",2
164,"掉价","v",3
165,"全新","d",1
165,"未","d",2
165,"拆封","v",3
165,"正品","n",4
165,"三包","m",5
165,"时","n",6
165,"质量检查","n",7
165,"流程","n",8
165,"确保","v",9
165,"品质","n",10
165,"卡顿","x",11
165,"现象","n",12
165,"操作","v",13
165,"后台","n",14
165,"界面","n",15
165,"清理","a",16
165,"后台","n",17
165,"运行","v",18
165,"程序","n",19
165,"管家","n",20
165,"清理","a",21
165,"内存","n",22
165,"垃圾","n",23
165,"操作","v",24
165,"依然","d",25
165,"异常","d",26
165,"访问","v",27
165,"供应商","n",28
165,"详细","ad",29
165,"生活","vn",30
166,"带来","v",1
166,"购物","n",2
166,"全新","d",3
166,"未","d",4
166,"拆封","v",5
166,"正品","n",6
166,"三包","m",7
166,"时","n",8
